"city1";"city2";"avg_fare";"total_passengers";"number_of_trips"
"Grand Rapids, MI";"Orlando, FL";137.69;1074.0;6
"Chicago, IL";"Flint, MI";76.805;94.0;2
"Detroit, MI";"Greenville/Spartanburg, SC";265.98;138.0;1
"Colorado Springs, CO";"Las Vegas, NV";110.496667;1116.0;3
"Fort Myers, FL";"Pittsburgh, PA";144.752222;1722.0;9
"Chicago, IL";"Lansing, MI";82.58;100.0;2
"Las Vegas, NV";"Louisville, KY";178.503333;865.0;3
"Eureka/Arcata, CA";"Los Angeles, CA (Metropolitan Area)";141.1875;541.0;12
"Orlando, FL";"San Diego, CA";282.76875;1124.0;8
"Indianapolis, IN";"Seattle, WA";197.115;452.0;2
"Los Angeles, CA (Metropolitan Area)";"Pensacola, FL";220.472778;367.0;18
"Grand Forks, ND";"Phoenix, AZ";253.938333;489.0;6
"Las Vegas, NV";"South Bend, IN";154.19;166.0;1
"Austin, TX";"Orlando, FL";156.472857;906.0;7
"Flint, MI";"Las Vegas, NV";143.24;518.0;2
"Las Vegas, NV";"Philadelphia, PA";180.086667;4759.0;3
"Dallas/Fort Worth, TX";"South Bend, IN";125.4;137.0;1
"Los Angeles, CA (Metropolitan Area)";"Sioux Falls, SD";165.44;96.0;4
"Hartford, CT";"Kansas City, MO";163.66;159.0;1
"Albuquerque, NM";"Tampa, FL (Metropolitan Area)";153.738;850.0;5
"Greensboro/High Point, NC";"San Francisco, CA (Metropolitan Area)";320.533333;171.0;3
"Las Vegas, NV";"Pittsburgh, PA";163.67;2333.0;3
"Las Vegas, NV";"Memphis, TN";247.023333;563.0;3
"Minneapolis/St. Paul, MN";"Salt Lake City, UT";216.47;182.0;1
"Miami, FL (Metropolitan Area)";"Niagara Falls, NY";102.736667;537.0;3
"Atlanta, GA (Metropolitan Area)";"Seattle, WA";253.32;1332.0;2
"Hartford, CT";"Raleigh/Durham, NC";158.008571;1491.0;7
"New Orleans, LA";"Seattle, WA";206.715;463.0;2
"Seattle, WA";"Tulsa, OK";179.485;281.0;2
"Fort Myers, FL";"Grand Rapids, MI";147.376667;366.0;3
"Las Vegas, NV";"Portland, OR";133.266667;4068.0;3
"Colorado Springs, CO";"Kansas City, MO";94.335;773.0;4
"Nashville, TN";"Seattle, WA";198.415;414.0;2
"Minneapolis/St. Paul, MN";"New Orleans, LA";244.34;162.0;1
"Colorado Springs, CO";"Seattle, WA";111.45;405.0;1
"Dallas/Fort Worth, TX";"Rochester, NY";158.32;166.0;1
"Albuquerque, NM";"Seattle, WA";137.3;599.0;2
"Denver, CO";"Las Vegas, NV";123.92;5867.0;3
"Las Vegas, NV";"Nashville, TN";172.473333;1500.0;3
"Birmingham, AL";"Phoenix, AZ";238.22;232.0;2
"Lansing, MI";"Las Vegas, NV";148.46;166.0;1
"Miami, FL (Metropolitan Area)";"Tulsa, OK";199.415;159.0;2
"Fargo, ND";"Minneapolis/St. Paul, MN";84.45;100.0;1
"Des Moines, IA";"Las Vegas, NV";158.463333;710.0;3
"Cincinnati, OH";"Hartford, CT";264.245;287.0;2
"Las Vegas, NV";"Milwaukee, WI";147.686667;2478.0;3
"Las Vegas, NV";"San Diego, CA";94.253333;6311.0;3
"Las Vegas, NV";"Tulsa, OK";177.713333;668.0;3
"Las Vegas, NV";"Tucson, AZ";86.53;1990.0;3
"Miami, FL (Metropolitan Area)";"Toledo, OH";128.35;136.0;2
"Minneapolis/St. Paul, MN";"Pittsburgh, PA";202.53;147.0;1
"Minneapolis/St. Paul, MN";"San Diego, CA";249.26;305.0;1
"Des Moines, IA";"Orlando, FL";176.38;259.0;2
"Jacksonville, FL";"Las Vegas, NV";197.286667;767.0;3
"Austin, TX";"Seattle, WA";171.81;415.0;2
"Concord, NC";"Miami, FL (Metropolitan Area)";92.94;1188.0;5
"Cedar Rapids/Iowa City, IA";"Las Vegas, NV";155.82;362.0;2
"Albuquerque, NM";"Detroit, MI";164.953333;243.0;3
"Charlotte, NC";"Minneapolis/St. Paul, MN";274.4;111.0;1
"Las Vegas, NV";"Wichita, KS";145.103333;637.0;3
"Cincinnati, OH";"Las Vegas, NV";234.416667;797.0;3
"Buffalo, NY";"Fort Myers, FL";151.526667;342.0;3
"Albuquerque, NM";"Minneapolis/St. Paul, MN";205.86;109.0;1
"Denver, CO";"Orlando, FL";199.78;3680.0;7
"Indianapolis, IN";"Minneapolis/St. Paul, MN";266.36;207.0;1
"Palm Springs, CA";"Seattle, WA";128.59;247.0;1
"Orlando, FL";"Tulsa, OK";121.07;129.0;1
"Atlanta, GA (Metropolitan Area)";"Minneapolis/St. Paul, MN";281.26;479.0;1
"Charlotte, NC";"Seattle, WA";304.91;128.0;1
"Latrobe, PA";"Miami, FL (Metropolitan Area)";102.316667;645.0;3
"Missoula, MT";"San Francisco, CA (Metropolitan Area)";169.423333;186.0;3
"Las Vegas, NV";"Madison, WI";153.2;189.0;1
"Harrisburg, PA";"Orlando, FL";129.14;369.0;2
"Minneapolis/St. Paul, MN";"West Palm Beach/Palm Beach, FL";214.35;130.0;1
"Minneapolis/St. Paul, MN";"San Antonio, TX";244.16;107.0;1
"Dallas/Fort Worth, TX";"Huntsville, AL";215.5;274.0;5
"Fort Collins/Loveland, CO";"Las Vegas, NV";111.8;187.0;1
"Minneapolis/St. Paul, MN";"Portland, OR";297.28;143.0;1
"Denver, CO";"Fort Myers, FL";231.37;103.0;1
"Boise, ID";"Seattle, WA";95.895;651.0;2
"Philadelphia, PA";"Seattle, WA";315.965;762.0;2
"Fort Myers, FL";"Rochester, NY";142.35;116.0;1
"Omaha, NE";"Seattle, WA";152.38;373.0;2
"Orlando, FL";"Sioux Falls, SD";126.17;114.0;1
"Minneapolis/St. Paul, MN";"St. Louis, MO";207.55;370.0;1
"Las Vegas, NV";"Springfield, MO";150.21;172.0;1
"Fort Myers, FL";"Louisville, KY";109.97;126.0;1
"Sacramento, CA";"San Antonio, TX";128.44;132.0;1
"Minneapolis/St. Paul, MN";"Nashville, TN";238.12;112.0;1
"Las Vegas, NV";"Syracuse, NY";182.48;164.0;1
"Milwaukee, WI";"Seattle, WA";232.41;175.0;1
"Chattanooga, TN";"Orlando, FL";135.29;133.0;1
"Nashville, TN";"Sacramento, CA";140.06;141.0;1
"Minneapolis/St. Paul, MN";"Omaha, NE";160.61;158.0;1
"Detroit, MI";"Omaha, NE";109.29;125.0;1
"Seattle, WA";"Tucson, AZ";124.275;443.0;2
"Milwaukee, WI";"Minneapolis/St. Paul, MN";186.26;330.0;1
"Las Vegas, NV";"Sioux Falls, SD";132.74;189.0;1
"Detroit, MI";"Sacramento, CA";198.76;177.0;1
"Miami, FL (Metropolitan Area)";"Trenton, NJ";91.306667;390.0;3
"Charleston, SC";"San Francisco, CA (Metropolitan Area)";314.747222;1052.0;18
"Columbus, OH";"Salt Lake City, UT";235.6;291.0;3
"Columbus, OH";"New Orleans, LA";130.7825;437.0;4
"Everett, WA";"Los Angeles, CA (Metropolitan Area)";198.220938;3079.0;32
"Everett, WA";"San Francisco, CA (Metropolitan Area)";154.165417;2982.0;24
"Burlington, VT";"Chicago, IL";305.1;658.0;6
"Charlottesville, VA";"New York City, NY (Metropolitan Area)";252.915385;645.0;13
"Columbus, OH";"Raleigh/Durham, NC";176.69;208.0;1
"Phoenix, AZ";"Rapid City, SD";146.655;393.0;8
"Phoenix, AZ";"Rockford, IL";93.31;120.0;2
"Phoenix, AZ";"South Bend, IN";161.3675;123.0;4
"Phoenix, AZ";"Springfield, MO";161.02;467.0;10
"Belleville, IL";"Tampa, FL (Metropolitan Area)";72.15;28.0;1
"Columbia, SC";"Los Angeles, CA (Metropolitan Area)";237.146;29.0;5
"Dallas/Fort Worth, TX";"Portland, ME";112.9575;100.0;4
"Dallas/Fort Worth, TX";"Fort Wayne, IN";208.21;28.0;1
"Fort Wayne, IN";"Phoenix, AZ";157.37;31.0;2
"Greenville/Spartanburg, SC";"Los Angeles, CA (Metropolitan Area)";226.7575;117.0;8
"Houston, TX";"Spokane, WA";184.025;97.0;4
"Idaho Falls, ID";"Phoenix, AZ";164.893333;240.0;6
"Columbus, OH";"Punta Gorda, FL";90.31;28.0;1
"Lexington, KY";"Tampa, FL (Metropolitan Area)";147.48;199.0;4
"Harrisburg, PA";"Tampa, FL (Metropolitan Area)";146.18;114.0;4
"Medford, OR";"Phoenix, AZ";166.856667;108.0;3
"Phoenix, AZ";"Richmond, VA";246.646667;341.0;3
"Peoria, IL";"Tampa, FL (Metropolitan Area)";128.5825;123.0;4
"Tampa, FL (Metropolitan Area)";"Tulsa, OK";131.105;34.0;2
"Pasco/Kennewick/Richland, WA";"Phoenix, AZ";150.636667;269.0;6
"Boston, MA (Metropolitan Area)";"Punta Gorda, FL";89.94;32.0;1
"Sacramento, CA";"Tampa, FL (Metropolitan Area)";239.516;460.0;5
"Nantucket, MA";"Washington, DC (Metropolitan Area)";190.48;71.0;2
"Dallas/Fort Worth, TX";"Kalispell, MT";177.245;108.0;2
"Dallas/Fort Worth, TX";"Jackson, WY";232.68;190.0;3
"Dallas/Fort Worth, TX";"Traverse City, MI";202.7;73.0;1
"Chicago, IL";"Kalispell, MT";227.77;79.0;1
"Chicago, IL";"Jackson, WY";249.08;122.0;1
"Columbus, OH";"Portland, OR";208.35;66.0;1
"Jackson, WY";"Washington, DC (Metropolitan Area)";293.996667;80.0;3
"Dallas/Fort Worth, TX";"Key West, FL";305.59;76.0;2
"Charleston, SC";"Phoenix, AZ";254.96;281.0;2
"Houston, TX";"Knoxville, TN";211.128333;548.0;6
"Little Rock, AR";"Phoenix, AZ";179.5;81.0;1
"Bend/Redmond, OR";"Phoenix, AZ";120.835;183.0;4
"Dallas/Fort Worth, TX";"Montrose/Delta, CO";177.63;119.0;2
"Dallas/Fort Worth, TX";"Steamboat Springs, CO";183.495;106.0;2
"Aspen, CO";"Dallas/Fort Worth, TX";292.48;87.0;1
"Aspen, CO";"Miami, FL (Metropolitan Area)";398.735;104.0;2
"Appleton, WI";"Tampa, FL (Metropolitan Area)";163.565;116.0;2
"Phoenix, AZ";"St. Cloud, MN";97.39;99.0;1
"Missoula, MT";"Phoenix, AZ";159.4;83.0;2
"Chicago, IL";"Panama City, FL";184.9625;269.0;4
"Chicago, IL";"Steamboat Springs, CO";154.065;101.0;2
"Sioux Falls, SD";"Tampa, FL (Metropolitan Area)";171.36;82.0;2
"Miami, FL (Metropolitan Area)";"Savannah, GA";195.56;278.0;4
"Tampa, FL (Metropolitan Area)";"Toledo, OH";120.315;82.0;2
"Cleveland, OH (Metropolitan Area)";"Savannah, GA";152.52;160.0;2
"Hilton Head, SC";"New York City, NY (Metropolitan Area)";189.89;164.0;5
"Ashland, WV";"Tampa, FL (Metropolitan Area)";172.01;158.0;2
"Miami, FL (Metropolitan Area)";"Myrtle Beach, SC";183.9;459.0;4
"Miami, FL (Metropolitan Area)";"New Haven, CT";121.195714;1975.0;7
"Asheville, NC";"Boston, MA (Metropolitan Area)";218.314444;891.0;9
"El Paso, TX";"Miami, FL (Metropolitan Area)";391.13;214.0;2
"New Haven, CT";"Tampa, FL (Metropolitan Area)";112.316;1322.0;5
"Tampa, FL (Metropolitan Area)";"Trenton, NJ";95.855;970.0;4
"Charleston, SC";"Cleveland, OH (Metropolitan Area)";171.515;479.0;4
"Charleston, SC";"Tampa, FL (Metropolitan Area)";138.535;463.0;2
"Los Angeles, CA (Metropolitan Area)";"Provo, UT";79.9275;1654.0;8
"Des Moines, IA";"Houston, TX";180.8175;447.0;4
"New York City, NY (Metropolitan Area)";"Vero Beach, FL";136.6;346.0;2
"Grand Rapids, MI";"Houston, TX";283.365;201.0;2
